4, 16360, 128
3, 16378, 128
2, 16382, 128
1, 16383, 128
6, 16441, 131
5, 16521, 129
7, 16569, 147
9, 16576, 616
4, 16617, 129
3, 16635, 129
2, 16639, 129
1, 16640, 129
6, 16704, 132
5, 16780, 130
8, 16801, 239
7, 16864, 148
4, 16876, 130
3, 16894, 130
2, 16898, 130
1, 16899, 130
6, 16969, 133
5, 17041, 131
4, 17137, 131
3, 17155, 131
2, 17159, 131
1, 17160, 131
7, 17161, 149
6, 17236, 134
8, 17280, 240
5, 17304, 132
4, 17400, 132
3, 17418, 132
2, 17422, 132
1, 17423, 132
7, 17460, 150
6, 17505, 135
5, 17569, 133
4, 17665, 133
3, 17683, 133
2, 17687, 133
1, 17688, 133
7, 17761, 151
8, 17761, 241
6, 17776, 136
9, 17809, 617
5, 17836, 134
4, 17932, 134
3, 17950, 134
2, 17954, 134
1, 17955, 134
6, 18049, 137
7, 18064, 152
5, 18105, 135
4, 18201, 135
3, 18219, 135
2, 18223, 135
1, 18224, 135
8, 18244, 242
6, 18324, 138
7, 18369, 153
5, 18376, 136
4, 18472, 136
3, 18490, 136
2, 18494, 136
1, 18495, 136
6, 18601, 139
5, 18649, 137
7, 18676, 154
8, 18729, 243
4, 18745, 137
3, 18763, 137
2, 18767, 137
1, 18768, 137
6, 18880, 140
5, 18924, 138
7, 18985, 155
4, 19020, 138
3, 19038, 138
2, 19042, 138
1, 19043, 138
9, 19044, 618
6, 19161, 141
5, 19201, 139
8, 19216, 244
7, 19296, 156
4, 19297, 139
10, 19300, 1910
3, 19315, 139
2, 19319, 139
1, 19320, 139
6, 19444, 142
5, 19480, 140
4, 19576, 140
3, 19594, 140
2, 19598, 140
1, 19599, 140
7, 19609, 157
8, 19705, 245
6, 19729, 143
5, 19761, 141
4, 19857, 141
3, 19875, 141
2, 19879, 141
1, 19880, 141
7, 19924, 158
6, 20016, 144
5, 20044, 142
4, 20140, 142
3, 20158, 142
2, 20162, 142
1, 20163, 142
8, 20196, 246
7, 20241, 159
9, 20281, 619
6, 20305, 145
5, 20329, 143
4, 20425, 143
3, 20443, 143
2, 20447, 143
1, 20448, 143
7, 20560, 160
6, 20596, 146
5, 20616, 144
8, 20689, 247
4, 20712, 144
3, 20730, 144
2, 20734, 144
1, 20735, 144
7, 20881, 161
6, 20889, 147
5, 20905, 145
4, 21001, 145
3, 21019, 145
2, 21023, 145
1, 21024, 145
6, 21184, 148
8, 21184, 248
5, 21196, 146
7, 21204, 162
4, 21292, 146
3, 21310, 146
2, 21314, 146
1, 21315, 146
6, 21481, 149
5, 21489, 147
9, 21520, 620
7, 21529, 163
4, 21585, 147
3, 21603, 147
2, 21607, 147
1, 21608, 147
8, 21681, 249
6, 21780, 150
5, 21784, 148
7, 21856, 164
4, 21880, 148
3, 21898, 148
2, 21902, 148
1, 21903, 148
5, 22081, 149
6, 22081, 151
4, 22177, 149
8, 22180, 250
7, 22185, 165
3, 22195, 149
2, 22199, 149
1, 22200, 149
5, 22380, 150
6, 22384, 152
4, 22476, 150
3, 22494, 150
2, 22498, 150
1, 22499, 150
7, 22516, 166
5, 22681, 151
8, 22681, 251
6, 22689, 153
9, 22761, 621
4, 22777, 151
3, 22795, 151
2, 22799, 151
1, 22800, 151
7, 22849, 167
5, 22984, 152
6, 22996, 154
4, 23080, 152
3, 23098, 152
2, 23102, 152
1, 23103, 152
10, 23121, 1911
7, 23184, 168
8, 23184, 252
5, 23289, 153
6, 23305, 155
4, 23385, 153
3, 23403, 153
2, 23407, 153
1, 23408, 153
7, 23521, 169
5, 23596, 154
6, 23616, 156
8, 23689, 253
4, 23692, 154
3, 23710, 154
2, 23714, 154
1, 23715, 154
7, 23860, 170
5, 23905, 155
6, 23929, 157
4, 24001, 155
9, 24004, 622
3, 24019, 155
2, 24023, 155
1, 24024, 155
8, 24196, 254
7, 24201, 171
5, 24216, 156
6, 24244, 158
4, 24312, 156
3, 24330, 156
2, 24334, 156
1, 24335, 156
5, 24529, 157
7, 24544, 172
6, 24561, 159
4, 24625, 157
3, 24643, 157
2, 24647, 157
1, 24648, 157
8, 24705, 255
5, 24844, 158
6, 24880, 160
7, 24889, 173
4, 24940, 158
3, 24958, 158
2, 24962, 158
1, 24963, 158
5, 25161, 159
6, 25201, 161
8, 25216, 256
7, 25236, 174
9, 25249, 623
4, 25257, 159
3, 25275, 159
2, 25279, 159
1, 25280, 159
5, 25480, 160
6, 25524, 162
4, 25576, 160
7, 25585, 175
3, 25594, 160
2, 25598, 160
1, 25599, 160
11, 25600, 6320
8, 25729, 257
5, 25801, 161
6, 25849, 163
4, 25897, 161
3, 25915, 161
2, 25919, 161
1, 25920, 161
7, 25936, 176
5, 26124, 162
6, 26176, 164
4, 26220, 162
3, 26238, 162
2, 26242, 162
1, 26243, 162
8, 26244, 258
7, 26289, 177
5, 26449, 163
9, 26496, 624
6, 26505, 165
4, 26545, 163
3, 26563, 163
2, 26567, 163
1, 26568, 163
7, 26644, 178
8, 26761, 259
5, 26776, 164
6, 26836, 166
4, 26872, 164
3, 26890, 164
2, 26894, 164
1, 26895, 164
10, 26944, 1912
7, 27001, 179
5, 27105, 165
6, 27169, 167
4, 27201, 165
3, 27219, 165
2, 27223, 165
1, 27224, 165
8, 27280, 260
7, 27360, 180
5, 27436, 166
6, 27504, 168
4, 27532, 166
3, 27550, 166
2, 27554, 166
1, 27555, 166
7, 27721, 181
9, 27745, 625
5, 27769, 167
8, 27801, 261
6, 27841, 169
4, 27865, 167
3, 27883, 167
2, 27887, 167
1, 27888, 167
7, 28084, 182
5, 28104, 168
6, 28180, 170
4, 28200, 168
3, 28218, 168
2, 28222, 168
1, 28223, 168
8, 28324, 262
5, 28441, 169
7, 28449, 183
6, 28521, 171
4, 28537, 169
3, 28555, 169
2, 28559, 169
1, 28560, 169
5, 28780, 170
7, 28816, 184
8, 28849, 263
6, 28864, 172
4, 28876, 170
3, 28894, 170
2, 28898, 170
1, 28899, 170
9, 28996, 626
5, 29121, 171
7, 29185, 185
6, 29209, 173
4, 29217, 171
3, 29235, 171
2, 29239, 171
1, 29240, 171
8, 29376, 264
5, 29464, 172
6, 29556, 174
7, 29556, 186
4, 29560, 172
3, 29578, 172
2, 29582, 172
1, 29583, 172
5, 29809, 173
4, 29905, 173
6, 29905, 175
8, 29905, 265
3, 29923, 173
2, 29927, 173
1, 29928, 173
7, 29929, 187
5, 30156, 174
9, 30249, 627
4, 30252, 174
6, 30256, 176
3, 30270, 174
2, 30274, 174
1, 30275, 174
7, 30304, 188
8, 30436, 266
5, 30505, 175
4, 30601, 175
6, 30609, 177
3, 30619, 175
2, 30623, 175
1, 30624, 175
7, 30681, 189
10, 30769, 1913
5, 30856, 176
4, 30952, 176
6, 30964, 178
8, 30969, 267
3, 30970, 176
2, 30974, 176
1, 30975, 176
7, 31060, 190
5, 31209, 177
4, 31305, 177
6, 31321, 179
3, 31323, 177
2, 31327, 177
1, 31328, 177
7, 31441, 191
8, 31504, 268
9, 31504, 628
5, 31564, 178
4, 31660, 178
3, 31678, 178
6, 31680, 180
2, 31682, 178
1, 31683, 178
7, 31824, 192
5, 31921, 179
4, 32017, 179
3, 32035, 179
2, 32039, 179
1, 32040, 179
6, 32041, 181
8, 32041, 269
7, 32209, 193
5, 32280, 180
4, 32376, 180
3, 32394, 180
2, 32398, 180
1, 32399, 180
6, 32404, 182
8, 32580, 270
7, 32596, 194
5, 32641, 181
4, 32737, 181
3, 32755, 181
2, 32759, 181
1, 32760, 181
9, 32761, 629
6, 32769, 183
7, 32985, 195
5, 33004, 182
4, 33100, 182
3, 33118, 182
8, 33121, 271
2, 33122, 182
1, 33123, 182
6, 33136, 184
5, 33369, 183
7, 33376, 196
4, 33465, 183
3, 33483, 183
2, 33487, 183
1, 33488, 183
6, 33505, 185
8, 33664, 272
5, 33736, 184
7, 33769, 197
4, 33832, 184
3, 33850, 184
2, 33854, 184
1, 33855, 184
6, 33876, 186
9, 34020, 630
5, 34105, 185
7, 34164, 198
4, 34201, 185
8, 34209, 273
3, 34219, 185
2, 34223, 185
1, 34224, 185
6, 34249, 187
5, 34476, 186
7, 34561, 199
4, 34572, 186
3, 34590, 186
2, 34594, 186
1, 34595, 186
10, 34596, 1914
6, 34624, 188
8, 34756, 274
5, 34849, 187
4, 34945, 187
7, 34960, 200
3, 34963, 187
2, 34967, 187
1, 34968, 187
6, 35001, 189
5, 35224, 188
9, 35281, 631
8, 35305, 275
4, 35320, 188
3, 35338, 188
2, 35342, 188
1, 35343, 188
7, 35361, 201
6, 35380, 190
5, 35601, 189
4, 35697, 189
3, 35715, 189
2, 35719, 189
1, 35720, 189
6, 35761, 191
7, 35764, 202
8, 35856, 276
5, 35980, 190
4, 36076, 190
3, 36094, 190
2, 36098, 190
1, 36099, 190
6, 36144, 192
7, 36169, 203
5, 36361, 191
8, 36409, 277
4, 36457, 191
3, 36475, 191
2, 36479, 191
1, 36480, 191
6, 36529, 193
9, 36544, 632
7, 36576, 204
5, 36744, 192
4, 36840, 192
3, 36858, 192
2, 36862, 192
1, 36863, 192
6, 36916, 194
8, 36964, 278
7, 36985, 205
5, 37129, 193
4, 37225, 193
3, 37243, 193
2, 37247, 193
1, 37248, 193
6, 37305, 195
7, 37396, 206
5, 37516, 194
8, 37521, 279
4, 37612, 194
3, 37630, 194
2, 37634, 194
1, 37635, 194
6, 37696, 196
7, 37809, 207
9, 37809, 633
5, 37905, 195
4, 38001, 195
3, 38019, 195
2, 38023, 195
1, 38024, 195
8, 38080, 280
6, 38089, 197
7, 38224, 208
11, 38241, 6321
5, 38296, 196
4, 38392, 196
3, 38410, 196
2, 38414, 196
1, 38415, 196
10, 38425, 1915
6, 38484, 198
7, 38641, 209
8, 38641, 281
5, 38689, 197
4, 38785, 197
3, 38803, 197
2, 38807, 197
1, 38808, 197
6, 38881, 199
7, 39060, 210
9, 39076, 634
5, 39084, 198
12, 39169, 21887
4, 39180, 198
3, 39198, 198
2, 39202, 198
1, 39203, 198
8, 39204, 282
6, 39280, 200
5, 39481, 199
7, 39481, 211
4, 39577, 199
3, 39595, 199
2, 39599, 199
1, 39600, 199
6, 39681, 201
8, 39769, 283
5, 39880, 200
7, 39904, 212
4, 39976, 200
3, 39994, 200
2, 39998, 200
1, 39999, 200
6, 40084, 202
5, 40281, 201
7, 40329, 213
8, 40336, 284
9, 40345, 635
4, 40377, 201
3, 40395, 201
2, 40399, 201
1, 40400, 201
6, 40489, 203
5, 40684, 202
7, 40756, 214
4, 40780, 202
3, 40798, 202
2, 40802, 202
1, 40803, 202
6, 40896, 204
8, 40905, 285
5, 41089, 203
4, 41185, 203
7, 41185, 215
3, 41203, 203
2, 41207, 203
1, 41208, 203
6, 41305, 205
8, 41476, 286
5, 41496, 204
4, 41592, 204
3, 41610, 204
2, 41614, 204
1, 41615, 204
7, 41616, 216
9, 41616, 636
6, 41716, 206
5, 41905, 205
4, 42001, 205
3, 42019, 205
2, 42023, 205
1, 42024, 205
7, 42049, 217
8, 42049, 287
6, 42129, 207
10, 42256, 1916
5, 42316, 206
4, 42412, 206
3, 42430, 206
2, 42434, 206
1, 42435, 206
7, 42484, 218
6, 42544, 208
8, 42624, 288
5, 42729, 207
4, 42825, 207
3, 42843, 207
2, 42847, 207
1, 42848, 207
9, 42889, 637
7, 42921, 219
6, 42961, 209
5, 43144, 208
8, 43201, 289
4, 43240, 208
3, 43258, 208
2, 43262, 208
1, 43263, 208
7, 43360, 220
6, 43380, 210
5, 43561, 209
4, 43657, 209
3, 43675, 209
2, 43679, 209
1, 43680, 209
8, 43780, 290
6, 43801, 211
7, 43801, 221
5, 43980, 210
4, 44076, 210
3, 44094, 210
2, 44098, 210
1, 44099, 210
9, 44164, 638
6, 44224, 212
7, 44244, 222
8, 44361, 291
5, 44401, 211
4, 44497, 211
3, 44515, 211
2, 44519, 211
1, 44520, 211
6, 44649, 213
7, 44689, 223
5, 44824, 212
4, 44920, 212
3, 44938, 212
2, 44942, 212
1, 44943, 212
8, 44944, 292
6, 45076, 214
7, 45136, 224
5, 45249, 213
4, 45345, 213
3, 45363, 213
2, 45367, 213
1, 45368, 213
9, 45441, 639
6, 45505, 215
8, 45529, 293
7, 45585, 225
5, 45676, 214
4, 45772, 214
3, 45790, 214
2, 45794, 214
1, 45795, 214
6, 45936, 216
7, 46036, 226
10, 46089, 1917
5, 46105, 215
8, 46116, 294
4, 46201, 215
3, 46219, 215
2, 46223, 215
1, 46224, 215
6, 46369, 217
7, 46489, 227
5, 46536, 216
4, 46632, 216
3, 46650, 216
2, 46654, 216
1, 46655, 216
8, 46705, 295
9, 46720, 640
6, 46804, 218
7, 46944, 228
5, 46969, 217
4, 47065, 217
3, 47083, 217
2, 47087, 217
1, 47088, 217
6, 47241, 219
8, 47296, 296
